"unigram","bigram","trigram","freq"
"great","work","for",2
"great","would","it",2
"green","is","the",2
"greetings","to","you",2
"grocery","shopping","i",2
"grocery","store","for",2
"group","of","friends",2
"grow","up","to",2
"grown","up","in",2
"guess","i","need",2
"guess","thats","not",2
"guess","what","were",2
"guess","you","cant",2
"gum","on","the",2
"gunna","be","a",2
"gunned","down","in",2
"guy","and","a",2
"guy","can","love",2
"guy","in","a",2
"guy","is","a",2
"guy","wearing","a",2
"guys","an","email",2
"guys","are","funny",2
"guys","are","the",2
"guys","but","i",2
"guys","going","to",2
"guys","i","just",2
"guys","were","a",2
"guys","were","so",2
"had","a","ball",2
"had","a","big",2
"had","a","bit",2
"had","a","blog",2
"had","a","busy",2
"had","a","chance",2
"had","a","clear",2
"had","a","fabulous",2
"had","a","family",2
"had","a","fever",2
"had","a","friend",2
"had","a","happy",2
"had","a","heart",2
"had","a","kid",2
"had","a","long",2
"had","a","lovely",2
"had","a","similar",2
"had","a","slight",2
"had","a","student",2
"had","a","ton",2
"had","all","the",2
"had","alot","of",2
"had","an","impact",2
"had","an","opportunity",2
"had","anything","to",2
"had","been","on",2
"had","been","placed",2
"had","been","the",2
"had","better","be",2
"had","died","in",2
"had","discovered","the",2
"had","done","it",2
"had","enough","so",2
"had","family","in",2
"had","for","lunch",2
"had","fun","at",2
"had","gotten","the",2
"had","grown","up",2
"had","had","a",2
"had","heard","of",2
"had","i","known",2
"had","it","so",2
"had","left","her",2
"had","me","in",2
"had","my","first",2
"had","never","actually",2
"had","never","been",2
"had","never","heard",2
"had","never","seen",2
"had","one","of",2
"had","returned","to",2
"had","some","leftover",2
"had","talked","about",2
"had","tears","in",2
"had","the","book",2
"had","the","last",2
"had","the","most",2
"had","the","opportunity",2
"had","the","perfect",2
"had","the","privilege",2
"had","the","time",2
"had","to","buy",2
"had","to","call",2
"had","to","clean",2
"had","to","come",2
"had","to","deal",2
"had","to","edit",2
"had","to","face",2
"had","to","get",2
"had","to","have",2
"had","to","keep",2
"had","to","miss",2
"had","to","pay",2
"had","to","post",2
"had","to","read",2
"had","to","share",2
"had","to","tell",2
"had","to","think",2
"had","to","use",2
"had","to","wait",2
"had","told","her",2
"had","too","much",2
"had","with","the",2
"had","yet","to",2
"haha","but","its",2
"haha","i","agree",2
"haha","i","did",2
"haha","i","didnt",2
"haha","i","love",2
"haha","i","think",2
"haha","i","will",2
"haha","made","my",2
"haha","no","way",2
"haha","no","you",2
"haha","well","i",2
"haha","yeah","it",2
"haha","you","should",2
"hahaha","i","thought",2
"hahahaha","i","was",2
"hair","at","the",2
"hair","is","getting",2
"hair","on","your",2
"hakam","bin","hisham",2
"halal","products","is",2
"half","a","dozen",2
"half","a","year",2
"half","of","it",2
"half","of","my",2
"half","of","our",2
"half","your","body",2
"hall","and","the",2
"hall","of","famer",2
"hand","and","with",2
"hand","in","my",2
"hand","on","their",2
"hand","there","is",2
"hands","and","knees",2
"hands","for","a",2
"hands","on","you",2
"hands","up","and",2
"hands","you","lemons",2
"hang","on","to",2
"hang","out","at",2
"hang","out","soon",2
"happen","and","i",2
"happen","if","i",2
"happen","to","be",2
"happened","and","that",2
"happened","in","the",2
"happened","to","that",2
"happened","to","you",2
"happened","when","i",2
"happening","at","the",2
"happening","to","our",2
"happens","for","a",2
"happens","to","the",2
"happiness","happiness","is",2
"happy","bday","to",2
"happy","birthday","big",2
"happy","birthday","hope",2
"happy","birthday","i",2
"happy","birthday","love",2
"happy","birthday","may",2
"happy","birthday","yesterday",2
"happy","birthday","you",2
"happy","earth","day",2
"happy","easter","and",2
"happy","first","day",2
"happy","hour","at",2
"happy","i","am",2
"happy","i","love",2
"happy","in","the",2
"happy","international","womens",2
"happy","labor","day",2
"happy","last","day",2
"happy","st","patricks",2
"happy","st","pattys",2
"happy","that","i",2
"happy","to","do",2
"happy","to","meet",2
"happy","veterans","day",2
"hard","as","i",2
"hard","boiled","eggs",2
"hard","for","him",2
"hard","for","the",2
"hard","in","the",2
"hard","it","is",2
"hard","to","explain",2
"hard","to","focus",2
"hard","to","maintain",2
"hard","to","make",2
"hard","to","remember",2
"hard","to","stay",2
"hard","to","tell",2
"harder","to","get",2
"harder","you","work",2
"harness","the","power",2
"harry","potter","and",2
"has","a","beard",2
"has","a","deep",2
"has","a","fun",2
"has","a","good",2
"has","a","happy",2
"has","a","high",2
"has","a","more",2
"has","a","nice",2
"has","a","personal",2
"has","a","pretty",2
"has","a","real",2
"has","absolutely","no",2
"has","all","of",2
"has","already","begun",2
"has","already","done",2
"has","an","answer",2
"has","become","a",2
"has","been","and",2
"has","been","full",2
"has","been","growing",2
"has","been","happening",2
"has","been","made",2
"has","been","months",2
"has","been","my",2
"has","been","one",2
"has","been","serving",2
"has","been","some",2
"has","been","taking",2
"has","been","used",2
"has","been","very",2
"has","changed","my",2
"has","come","and",2
"has","decreased","by",2
"has","done","a",2
"has","done","that",2
"has","ever","been",2
"has","ever","said",2
"has","ever","seen",2
"has","given","me",2
"has","given","us",2
"has","got","me",2
"has","had","a",2
"has","happened","to",2
"has","helped","me",2
"has","his","own",2
"has","in","fact",2
"has","it","been",2
"has","its","moments",2
"has","its","own",2
"has","just","been",2
"has","left","the",2
"has","left","them",2
"has","made","it",2
"has","made","me",2
"has","no","choice",2
"has","no","clue",2
"has","of","course",2
"has","often","been",2
"has","once","again",2
"has","only","been",2
"has","potential","but",2
"has","seen","the",2
"has","so","many",2
"has","some","great",2
"has","some","new",2
"has","still","not",2
"has","taken","a",2
"has","taken","on",2
"has","taken","the",2
"has","the","best",2
"has","the","capacity",2
"has","the","edge",2
"has","the","power",2
"has","the","time",2
"has","their","own",2
"has","time","for",2
"has","to","offer",2
"has","to","play",2
"has","to","stand",2
"has","to","stop",2
"has","tons","of",2
"hate","michael","cole",2
"hate","the","heat",2
"hate","this","class",2
"hate","when","it",2
"hate","when","ppl",2
"have","a","bad",2
"have","a","beer",2
"have","a","better",2
"have","a","bless",2
"have","a","blessed",2
"have","a","card",2
"have","a","child",2
"have","a","choice",2
"have","a","clear",2
"have","a","conversation",2
"have","a","cup",2
"have","a","different",2
"have","a","family",2
"have","a","fantastic",2
"have","a","favorite",2
"have","a","first",2
"have","a","greater",2
"have","a","gun",2
"have","a","history",2
"have","a","hot",2
"have","a","house",2
"have","a","long",2
"have","a","lovely",2
"have","a","man",2
"have","a","million",2
"have","a","mobile",2
"have","a","normal",2
"have","a","one",2
"have","a","picture",2
"have","a","place",2
"have","a","player",2
"have","a","policy",2
"have","a","post",2
"have","a","presence",2
"have","a","project",2
"have","a","question",2
"have","a","relationship",2
"have","a","short",2
"have","a","soft",2
"have","a","special",2
"have","a","strong",2
"have","a","surprise",2
"have","a","system",2
"have","a","tattoo",2
"have","a","thing",2
"have","a","ticket",2
"have","a","whole",2
"have","about","hours",2
"have","agreed","to",2
"have","all","i",2
"have","all","of",2
"have","alot","of",2
"have","already","been",2
"have","already","gotten",2
"have","already","learned",2
"have","already","seen",2
"have","also","read",2
"have","also","used",2
"have","always","been",2
"have","always","believed",2
"have","always","wanted",2
"have","an","apartment",2
"have","and","never",2
"have","any","children",2
"have","any","details",2
"have","any","special",2
"have","any","they",2
"have","anything","to",2
"have","at","least",2
"have","been","about",2
"have","been","all",2
"have","been","bad",2
"have","been","better",2
"have","been","blessed",2
"have","been","creating",2
"have","been","directed",2
"have","been","for",2
"have","been","forced",2
"have","been","good",2
"have","been","great",2
"have","been","having",2
"have","been","known",2
"have","been","many",2
"have","been","nice",2
"have","been","nothing",2
"have","been","proven",2
"have","been","published",2
"have","been","purchased",2
"have","been","several",2
"have","been","taking",2
"have","been","totally",2
"have","been","used",2
"have","been","warned",2
"have","bowed","out",2
"have","built","a",2
"have","certainly","made",2
"have","changed","a",2
"have","chosen","to",2
"have","come","and",2
"have","come","from",2
"have","come","through",2
"have","complete","control",2
"have","described","the",2
"have","died","in",2
"have","done","and",2
"have","done","that",2
"have","done","this",2
"have","done","without",2
"have","eaten","the",2
"have","enough","time",2
"have","ever","been",2
"have","ever","had",2
"have","ever","heard",2
"have","failed","to",2
"have","faith","and",2
"have","figured","out",2
"have","found","the",2
"have","fun","at",2
"have","fun","in",2
"have","given","up",2
"have","gotten","a",2
"have","gotten","over",2
"have","gotten","the",2
"have","had","for",2
"have","had","the",2
"have","had","their",2
"have","happened","to",2
"have","hours","to",2
"have","i","been",2
"have","in","your",2
"have","issues","with",2
"have","it","any",2
"have","it","at",2
"have","it","in",2
"have","kids","and",2
"have","learned","a",2
"have","learned","to",2
"have","liked","to",2
"have","long","been",2
"have","lost","my",2
"have","managed","to",2
"have","more","in",2
"have","more","of",2
"have","never","been",2
"have","never","experienced",2
"have","never","had",2
"have","never","met",2
"have","never","seen",2
"have","no","doubt",2
"have","no","friends",2
"have","no","life",2
"have","no","plans",2
"have","no","problem",2
"have","no","time",2
"have","not","had",2
"have","not","heard",2
"have","not","lost",2
"have","not","seen",2
"have","obviously","been",2
"have","offered","to",2
"have","on","hand",2
"have","one","meal",2
"have","only","been",2
"have","our","own",2
"have","passed","away",2
"have","passed","on",2
"have","plans","for",2
"have","played","a",2
"have","questions","about",2
"have","quite","a",2
"have","really","enjoyed",2
"have","resorted","to",2
"have","said","it",2
"have","sat","by",2
"have","seen","a",2
"have","seen","those",2
"have","since","been",2
"have","so","far",2
"have","some","fun",2
"have","some","new",2
"have","some","of",2
"have","some","very",2
"have","something","to",2
"have","soo","much",2
"have","taken","place",2
"have","tell","me",2
"have","that","many",2
"have","that","song",2
"have","the","ability",2
"have","the","actual",2
"have","the","cash",2
"have","the","money",2
"have","the","most",2
"have","the","opposite",2
"have","the","option",2
"have","the","sickest",2
"have","things","to",2
"have","this","same",2
"have","to","carry",2
"have","to","change",2
"have","to","choose",2
"have","to","cry",2
"have","to","deal",2
"have","to","drive",2
"have","to","hit",2
"have","to","leave",2
"have","to","lie",2
"have","to","live",2
"have","to","look",2
"have","to","raise",2
"have","to","read",2
"have","to","share",2
"have","to","turn",2
"have","to","use",2
"have","to","wear",2
"have","to","wonder",2
"have","to","write",2
"have","tons","of",2
"have","tried","to",2
"have","u","ever",2
"have","until","the",2
"have","used","the",2
"have","what","we",2
"have","you","all",2
"have","you","considered",2
"have","you","found",2
"have","you","guys",2
"have","you","join",2
"have","you","looked",2
"have","you","not",2
"have","you","on",2
"have","your","number",2
"have","zero","interest",2
"havent","been","tweeting",2
"havent","done","it",2
"havent","even","started",2
"havent","found","a",2
"havent","gone","crazy",2
"havent","gone","on",2
"havent","had","the",2
"havent","heard","of",2
"havent","hung","out",2
"havent","paid","much",2
"havent","seen","any",2
"havent","seen","in",2
"havent","seen","them",2
"havent","seen","you",2
"havent","used","it",2
"having","a","big",2
"having","a","conversation",2
"having","a","crazy",2
"having","a","debate",2
"having","a","different",2
"having","a","hard",2
"having","a","wonderful",2
"having","one","of",2
"having","read","the",2
"hawkings","did","not",2
"he","always","does",2
"he","called","me",2
"he","came","in",2
"he","came","up",2
"he","can","and",2
"he","can","see",2
"he","cares","about",2
"he","claims","he",2
"he","continued","to",2
"he","continues","to",2
"he","definitely","has",2
"he","did","andor",2
"he","didnt","expect",2
"he","didnt","give",2
"he","died","and",2
"he","died","in",2
"he","discusses","the",2
"he","doesnt","know",2
"he","entered","the",2
"he","felt","a",2
"he","followed","me",2
"he","gave","up",2
"he","got","the",2
"he","got","to",2
"he","had","had",2
"he","had","just",2
"he","had","left",2
"he","had","passed",2
"he","has","already",2
"he","has","also",2
"he","has","done",2
"he","has","given",2
"he","has","made",2
"he","has","not",2
"he","has","said",2
"he","has","shown",2
"he","have","a",2
"he","intended","to",2
"he","is","able",2
"he","is","actually",2
"he","is","all",2
"he","is","always",2
"he","is","at",2
"he","is","back",2
"he","is","being",2
"he","is","getting",2
"he","is","in",2
"he","is","known",2
"he","is","losing",2
"he","is","more",2
"he","is","my",2
"he","is","off",2
"he","is","playing",2
"he","is","rather",2
"he","is","right",2
"he","is","working",2
"he","is","writing",2
"he","isnt","going",2
"he","just","knows",2
"he","just","said",2
"he","kept","his",2
"he","killed","my",2
"he","knew","how",2
"he","knows","how",2
"he","lead","with",2
"he","likes","to",2
"he","made","a",2
"he","made","the",2
"he","makes","it",2
"he","makes","you",2
"he","might","have",2
"he","must","be",2
"he","passed","away",2
"he","picked","up",2
"he","planned","to",2
"he","played","in",2
"he","refused","to",2
"he","returned","to",2
"he","said","and",2
"he","said","one",2
"he","said","rt",2
"he","said","the",2
"he","said","this",2
"he","said","we",2
"he","says","he",2
"he","sees","me",2
"he","sees","the",2
"he","seriously","thought",2
"he","should","get",2
"he","stole","the",2
"he","thought","he",2
"he","thought","it",2
"he","tries","to",2
"he","used","to",2
"he","was","an",2
"he","was","destined",2
"he","was","doing",2
"he","was","eating",2
"he","was","one",2
"he","was","running",2
"he","was","sick",2
"he","was","so",2
"he","was","standing",2
"he","was","still",2
"he","was","very",2
"he","wasnt","there",2
"he","will","have",2
"he","will","make",2
"he","will","not",2
"he","wont","be",2
"he","worked","when",2
"he","works","so",2
"he","would","never",2
"he","would","use",2
"he","wrote","in",2
"head","and","he",2
"head","and","neck",2
"head","for","the",2
"head","i","am",2
"head","into","the",2
"head","of","steam",2
"head","off","to",2
"head","to","my",2
"head","with","a",2
"headed","off","to",2
"heading","back","to",2
"heading","down","to",2
"heading","out","of",2
"heads","of","state",2
"health","benefits","of",2
"health","care","reform",2
"health","care","system",2
"health","care","workers",2
"health","insurance","or",2
"hear","from","them",2
"hear","from","us",2
"hear","more","about",2
"hear","the","story",2
"hear","what","they",2
"hear","you","had",2
"hear","your","thoughts",2
"heard","of","it",2
"heard","that","you",2
"heard","the","first",2
"hearing","from","you",2
"heart","if","u",2
"heart","is","not",2
"heart","of","an",2
"heart","woman","had",2
"heaven","in","your",2
"heavy","dose","of",2
"heck","out","of",2
"held","at","the",2
"held","in","the",2
"held","up","a",2
"hell","am","going",2
"hell","be","warm",2
"hell","did","i",2
"hell","eat","for",2
"hell","with","the",2
"hello","how","are",2
"hello","to","everyone",2
"hello","to","my",2
"help","but","wonder",2
"help","from","the",2
"help","im","going",2
"help","me","out",2
"help","need","to",2
"help","of","a",2
"help","of","her",2
"help","of","the",2
"help","out","a",2
"help","spread","the",2
"help","them","to",2
"help","these","two",2
"help","to","make",2
"help","us","spread",2
"help","us","to",2
"help","with","this",2
"help","you","get",2
"help","you","out",2
"help","you","to",2
"helped","me","to",2
"helped","resident","red",2
"helps","make","the",2
"helps","me","plan",2
"helps","with","the",2
"her","a","little",2
"her","a","message",2
"her","a","picture",2
"her","and","the",2
"her","as","long",2
"her","as","she",2
"her","back","and",2
"her","blog","that",2
"her","but","she",2
"her","but","then",2
"her","calorie","goal",2
"her","children","she",2
"her","daughter","joss",2
"her","daughter","to",2
"her","do","it",2
"her","even","though",2
"her","extended","family",2
"her","family","and",2
"her","feet","and",2
"her","feet","she",2
"her","finger","in",2
"her","first","husband",2
"her","food","and",2
"her","hands","on",2
"her","how","to",2
"her","however","she",2
"her","i","know",2
"her","i","was",2
"her","in","my",2
"her","in","years",2
"her","lap","and",2
"her","life","and",2
"her","life","i",2
"her","like","a",2
"her","like","i",2
"her","musical","talent",2
"her","name","was",2
"her","nose","i",2
"her","one","of",2
"her","passion","for",2
"her","relationship","with",2
"her","role","as",2
"her","she","has",2
"her","shoes","are",2
"her","that","he",2
"her","that","she",2
"her","time","in",2
"her","to","at",2
"her","to","come",2
"her","to","do",2
"her","to","go",2
"her","to","meet",2
"her","up","on",2
"her","when","she",2
"her","when","the",2
"her","with","the",2
"her","work","and",2
"her","would","be",2
"her","young","daughter",2
"here","and","the",2
"here","at","home",2
"here","at","work",2
"here","for","you",2
"here","here","and",2
"here","i","dont",2
"here","i","just",2
"here","i","need",2
"here","i","think",2
"here","i","was",2
"here","in","dc",2
"here","in","my",2
"here","in","seattle",2
"here","is","where",2
"here","it","comes",2
"here","right","now",2
"here","so","i",2
"here","this","is",2
"here","to","help",2
"here","to","see",2
"here","to","talk",2
"here","way","to",2
"here","we","were",2
"here","with","me",2
"heres","a","quick",2
"heres","a","tip",2
"heres","how","you",2
"heres","the","deal",2
"heres","the","thing",2
"heres","what","happens",2
"herself","in","the",2
"hes","gonna","be",2
"hes","got","a",2
"hes","in","vegas",2
"hes","like","an",2
"hes","out","there",2
"hes","out","with",2
"hes","still","the",2
"hes","the","master",2
"hes","the","one",2
"hes","the","only",2
"hey","are","u",2
"hey","call","me",2
"hey","hey","hey",2
"hey","how","u",2
"hey","i","am",2
"hey","i","have",2
"hey","i","hope",2
"hey","im","an",2
"hey","whats","up",2
"hey","you","dont",2
"hey","you","know",2
"hi","my","name",2
"hidden","in","the",2
"hiding","in","a",2
"high","enough","to",2
"high","for","me",2
"high","in","the",2
"high","level","meeting",2
"high","school","all",2
"high","school","are",2
"high","school","one",2
"high","school","the",2
"high","winds","and",2
"high","you","dont",2
"higher","level","of",2
"higher","than","the",2
"higher","the","demand",2
"highlight","of","my",2
"hike","in","the",2
"hill","on","a",2
"him","a","chance",2
"him","a","place",2
"him","about","the",2
"him","and","it",2
"him","and","me",2
"him","and","she",2
"him","and","the",2
"him","as","a",2
"him","at","the",2
"him","because","he",2
"him","before","and",2
"him","but","i",2
"him","for","a",2
"him","for","his",2
"him","for","the",2
"him","for","what",2
"him","he","was",2
"him","i","can",2
"him","i","think",2
"him","i","will",2
"him","if","he",2
"him","if","that",2
"him","in","a",2
"him","instead","of",2
"him","into","a",2
"him","it","is",2
"him","on","a",2
"him","or","her",2
"him","out","of",2
"him","to","get",2
"him","to","go",2
"him","to","help",2
"him","to","stay",2
"him","to","work",2
"him","up","when",2
"him","what","he",2
"him","with","his",2
"him","with","their",2
"himself","and","his",2
"his","actions","as",2
"his","answer","to",2
"his","apartment","and",2
"his","attempt","to",2
"his","best","friend",2
"his","career","was",2
"his","estate","in",2
"his","excuse","for",2
"his","eyes","closed",2
"his","father","had",2
"his","fathers","footsteps",2
"his","fathers","godnature",2
"his","first","book",2
"his","girl","to",2
"his","hand","on",2
"his","love","for",2
"his","mom","to",2
"his","mother","and",2
"his","mother","is",2
"his","name","was",2
"his","new","book",2
"his","own","family",2
"his","parents","for",2
"his","party","the",2
"his","portrayal","of",2
"his","return","to",2
"his","sights","on",2
"his","take","on",2
"his","th","birthday",2
"his","time","in",2
"his","twitter","account",2
"his","way","to",2
"history","and","culture",2
"history","of","this",2
"hit","a","few",2
"hit","him","up",2
"hit","me","back",2
"hit","of","the",2
"hit","the","club",2
"hit","the","gym",2
"hit","the","road",2
"hit","you","up",2
"hiv","prevention","treatment",2
"hm","what","to",2
"hoes","gone","be",2
"hold","up","to",2
"hold","your","breath",2
"holding","it","in",2
"holding","my","breath",2
"holds","true","for",2
"holiday","lighting","ceremony",2
"hollywood","at","the",2
"home","after","a",2
"home","and","it",2
"home","and","that",2
"home","and","the",2
"home","at","a",2
"home","at","the",2
"home","i","know",2
"home","in","time",2
"home","or","at",2
"home","to","find",2
"home","to","the",2
"home","to","watch",2
"home","with","a",2
"home","wives","to",2
"home","you","will",2
"homosexuality","is","a",2
"honestly","did","not",2
"honestly","i","dont",2
"honor","of","me",2
"honor","of","mothers",2
"honoured","to","be",2
"hop","on","the",2
"hope","all","you",2
"hope","for","a",2
"hope","for","me",2
"hope","he","likes",2
"hope","is","that",2
"hope","it","all",2
"hope","it","is",2
"hope","it","stays",2
"hope","it","works",2
"hope","that","it",2
"hope","that","this",2
"hope","they","will",2
"hope","to","come",2
"hope","to","hear",2
"hope","to","make",2
"hope","to","work",2
"hope","you","and",2
"hope","you","did",2
"hope","you","follow",2
"hope","you","know",2
"hope","you","will",2
"hope","you","win",2
"hope","youll","be",2
"hope","your","monday",2
"hope","your","week",2
"hopefully","ill","be",2
"hopefully","one","day",2
"hoping","that","this",2
"hoping","the","weather",2
"hoping","to","be",2
"hops","into","a",2
"host","of","others",2
"hot","air","balloon",2
"hot","chocolate","with",2
"hot","in","here",2
"hotel","tonight","with",2
"hour","and","a",2
"hour","on","the",2
"hour","to","go",2
"hours","and","i",2
"hours","in","the",2
"hours","later","we",2
"hours","of","our",2
"hours","to","get",2
"hours","to","reply",2
"house","and","i",2
"house","as","well",2
"house","at","the",2
"house","fire","in",2
"house","i","dont",2
"house","in","a",2
"house","in","order",2
"house","in","the",2
"house","of","chidziva",2
"house","of","dereon",2
"house","of","israel",2
"house","of","nzvere",2
"house","with","the",2
"how","about","going",2
"how","are","people",2
"how","are","they",2
"how","come","no",2
"how","did","it",2
"how","did","u",2
"how","does","this",2
"how","fabulous","is",2
"how","far","i",2
"how","good","i",2
"how","great","would",2
"how","happy","i",2
"how","hard","it",2
"how","he","or",2
"how","i","am",2
"how","i","came",2
"how","i","did",2
"how","i","got",2
"how","i","know",2
"how","i","miss",2
"how","i","see",2
"how","i","treat",2
"how","i","want",2
"how","important","it",2
"how","is","it",2
"how","is","this",2
"how","it","is",2
"how","it","was",2
"how","it","will",2
"how","little","time",2
"how","long","has",2
"how","much","a",2
"how","much","are",2
"how","much","did",2
"how","much","im",2
"how","much","is",2
"how","much","our",2
"how","much","they",2
"how","much","weight",2
"how","much","youve",2
"how","my","mom",2
"how","often","do",2
"how","often","i",2
"how","old","is",2
"how","old","r",2
"how","she","was",2
"how","the","fuck",2
"how","the","heck",2
"how","the","story",2
"how","they","get",2
"how","things","were",2
"how","this","goes",2
"how","to","adapt",2
"how","to","bring",2
"how","to","cook",2
"how","to","cope",2
"how","to","create",2
"how","to","deal",2
"how","to","drive",2
"how","to","fix",2
"how","to","go",2
"how","to","love",2
"how","to","market",2
"how","to","play",2
"how","to","relax",2
"how","to","say",2
"how","to","share",2
"how","to","start",2
"how","to","stick",2
"how","to","take",2
"how","to","train",2
"how","to","warp",2
"how","to","work",2
"how","tough","it",2
"how","u","been",2
"how","u","feel",2
"how","was","the",2
"how","we","do",2
"how","will","you",2
"how","you","been",2
"how","you","doing",2
"how","you","play",2
"how","you","treat",2
"however","i","also",2
"however","i","definitely",2
"however","i","dont",2
"however","i","have",2
"however","i","must",2
"however","i","will",2
"however","is","not",2
"however","is","the",2
"however","it","is",2
"however","that","i",2
"however","there","were",2
"however","when","you",2
"hows","that","working",2
"htc","one","x",2
"huge","part","in",2
"huge","part","of",2
"huge","win","for",2
"hugs","to","all",2
"human","being","can",2
"human","life","is",2
"human","rights","in",2
"hung","from","the",2
"hunger","games","tomorrow",2
"hungry","right","now",2
"hurt","so","much",2
"hurts","like","hell",2
"husband","and","children",2
"husband","had","just",2
"husband","is","a",2
"i","absolutely","agree",2
"i","actually","do",2
"i","actually","had",2
"i","actually","really",2
"i","actually","took",2
"i","agree","on",2
"i","agree","that",2
"i","agree","wholeheartedly",2
"i","aim","to",2
"i","aint","even",2
"i","aint","got",2
"i","aint","in",2
"i","allowed","myself",2
"i","already","do",2
"i","already","know",2
"i","also","added",2
"i","also","bought",2
"i","also","found",2
"i","also","had",2
"i","also","made",2
"i","also","used",2
"i","also","wanted",2
"i","also","went",2
"i","always","end",2
"i","always","knew",2
"i","always","say",2
"i","always","think",2
"i","am","about",2
"i","am","absolutely",2
"i","am","actually",2
"i","am","alive",2
"i","am","asking",2
"i","am","better",2
"i","am","bones",2
"i","am","broke",2
"i","am","certain",2
"i","am","deeply",2
"i","am","finally",2
"i","am","for",2
"i","am","free",2
"i","am","from",2
"i","am","good",2
"i","am","grateful",2
"i","am","happy",2
"i","am","having",2
"i","am","is",2
"i","am","new",2
"i","am","no",2
"i","am","off",2
"i","am","once",2
"i","am","over",2
"i","am","pleased",2
"i","am","reading",2
"i","am","sending",2
"i","am","standing",2
"i","am","starting",2
"i","am","such",2
"i","am","taking",2
"i","am","talking",2
"i","am","thanks",2
"i","am","thrilled",2
"i","am","today",2
"i","am","totally",2
"i","am","watching",2
"i","am","way",2
"i","am","well",2
"i","am","what",2
"i","am","who",2
"i","am","willing",2
"i","am","with",2
"i","am","worried",2
"i","applied","for",2
"i","are","friends",2
"i","are","very",2
"i","ask","for",2
"i","ask","this",2
"i","ask","you",2
"i","asked","for",2
"i","asked","her",2
"i","asked","if",2
"i","ate","a",2
"i","ate","the",2
"i","attempt","to",2
"i","became","aware",2
"i","became","obsessed",2
"i","beg","to",2
"i","began","this",2
"i","believe","this",2
"i","believe","we",2
"i","bet","that",2
"i","bet","we",2
"i","blame","the",2
"i","bought","a",2
"i","bought","my",2
"i","bow","to",2
"i","brought","home",2
"i","but","the",2
"i","call","and",2
"i","call","her",2
"i","call","my",2
"i","called","it",2
"i","called","my",2
"i","came","back",2
"i","came","here",2
"i","came","out",2
"i","came","up",2
"i","can","actually",2
"i","can","afford",2
"i","can","already",2
"i","can","also",2
"i","can","and",2
"i","can","believe",2
"i","can","catch",2
"i","can","easily",2
"i","can","enjoy",2
"i","can","eventually",2
"i","can","finally",2
"i","can","imagine",2
"i","can","let",2
"i","can","look",2
"i","can","play",2
"i","can","probably",2
"i","can","promise",2
"i","can","put",2
"i","can","run",2
"i","can","sing",2
"i","can","sit",2
"i","can","start",2
"i","can","teach",2
"i","can","totally",2
"i","can","try",2
"i","cannot","believe",2
"i","cannot","thank",2
"i","cannot","wait",2
"i","cant","because",2
"i","cant","bring",2
"i","cant","complain",2
"i","cant","dm",2
"i","cant","figure",2
"i","cant","have",2
"i","cant","imagine",2
"i","cant","keep",2
"i","cant","resist",2
"i","care","to",2
"i","cared","for",2
"i","changed","the",2
"i","check","the",2
"i","choose","to",2
"i","come","across",2
"i","come","back",2
"i","come","from",2
"i","come","home",2
"i","commented","that",2
"i","completely","forgot",2
"i","consider","myself",2
"i","contradict","myself",2
"i","could","attend",2
"i","could","fit",2
"i","could","help",2
"i","could","make",2
"i","could","start",2
"i","could","think",2
"i","could","upload",2
"i","could","work",2
"i","could","write",2
"i","couldnt","find",2
"i","couldnt","go",2
"i","couldnt","help",2
"i","couldnt","keep",2
"i","couldnt","make",2
"i","couldnt","understand",2
"i","definitely","think",2
"i","did","buy",2
"i","did","end",2
"i","did","in",2
"i","did","over",2
"i","did","some",2
"i","did","something",2
"i","did","was",2
"i","didnt","at",2
"i","didnt","but",2
"i","didnt","care",2
"i","didnt","do",2
"i","didnt","find",2
"i","didnt","mind",2
"i","didnt","need",2
"i","didnt","really",2
"i","didnt","take",2
"i","didnt","write",2
"i","dig","it",2
"i","do","and",2
"i","do","but",2
"i","do","each",2
"i","do","like",2
"i","do","miss",2
"i","do","remember",2
"i","do","that",2
"i","do","the",2
"i","do","without",2
"i","do","wonder",2
"i","dont","drink",2
"i","dont","eat",2
"i","dont","ever",2
"i","dont","hate",2
"i","dont","i",2
"i","dont","just",2
"i","dont","let",2
"i","dont","listen",2
"i","dont","live",2
"i","dont","make",2
"i","dont","mean",2
"i","dont","mind",2
"i","dont","own",2
"i","dont","recall",2
"i","dont","speak",2
"i","dont","trust",2
"i","dont","watch",2
"i","dont","work",2
"i","dont","write",2
"i","doubt","it",2
"i","drove","down",2
"i","eat","it",2
"i","encourage","you",2
"i","enjoy","reading",2
"i","even","had",2
"i","even","have",2
"i","ever","said",2
"i","expected","the",2
"i","explained","my",2
"i","fail","to",2
"i","fed","the",2
"i","feel","a",2
"i","feel","amazing",2
"i","feel","better",2
"i","feel","good",2
"i","feel","great",2
"i","feel","i",2
"i","feel","it",2
"i","feel","more",2
"i","feel","sick",2
"i","feel","that",2
"i","feel","ya",2
"i","feel","you",2
"i","fell","for",2
"i","felt","great",2
"i","felt","my",2
"i","felt","that",2
"i","figured","i",2
"i","figured","out",2
"i","finally","decided",2
"i","finally","found",2
"i","finally","have",2
"i","find","out",2
"i","find","this",2
"i","finished","the",2
"i","firmly","believe",2
"i","first","saw",2
"i","follow","everyone",2
"i","follow","people",2
"i","followed","back",2
"i","followed","you",2
"i","forget","to",2
"i","forgot","my",2
